"mm [mm]","re(Mode(1)) []","re(Mode(2)) []","re(Mode(3)) []","re(Mode(4)) []","re(Mode(5)) []","re(Mode(6)) []","re(Mode(7)) []","re(Mode(8)) []","re(Mode(9)) []","re(Mode(10)) []","re(Mode(11)) []","re(Mode(12)) []","re(Mode(13)) []","re(Mode(14)) []","re(Mode(15)) []","re(Mode(16)) []","re(Mode(17)) []","re(Mode(18)) []","re(Mode(19)) []","re(Mode(20)) []"
1.5,1609859375.46517,1641160603.77767,1641971641.9457,1642315737.15322,1644320548.06655,1645397585.21964,1646028417.39883,1673772080.35977,1711060685.49847,1740965069.57302,1765005318.98006,1769573218.87187,1771051662.22397,1772764392.02141,1907138255.55866,1907522230.99868,2052250949.00243,2099095727.2108,2148207403.74762,2187142467.85044
