"mm [mm]","re(Mode(1)) []","re(Mode(2)) []","re(Mode(3)) []","re(Mode(4)) []","re(Mode(5)) []","re(Mode(6)) []","re(Mode(7)) []","re(Mode(8)) []","re(Mode(9)) []","re(Mode(10)) []","re(Mode(11)) []","re(Mode(12)) []","re(Mode(13)) []","re(Mode(14)) []","re(Mode(15)) []","re(Mode(16)) []","re(Mode(17)) []","re(Mode(18)) []","re(Mode(19)) []","re(Mode(20)) []"
1.5,1591261205.25065,1587045832.44216,1588177422.72845,1589254034.5426,1590001052.4973,1591128482.82751,1592470870.93212,1592942933.31332,1596395070.30295,1610844408.72191,1642055666.42555,1642131791.45737,1674931658.95834,1742047202.55791,1908402136.82303,1908813235.98173,2053754464.80391,2100872775.32915,2149988852.98771,2189159223.82808
