"mm [mm]","Q(1) []","Q(2) []","Q(3) []","Q(4) []","Q(5) []","Q(6) []","Q(7) []","Q(8) []","Q(9) []","Q(10) []","Q(11) []","Q(12) []","Q(13) []","Q(14) []","Q(15) []","Q(16) []","Q(17) []","Q(18) []","Q(19) []","Q(20) []"
1.5,15185.0048761979,1.2273534741493,1.226673639613,1.22142779223634,1.2240976391904,283.051861960375,37.1652132400223,1.22953037916949,1.22526110011076,14.6091904115276,15.1372111769255,19.6847362794989,25.6181468958373,36.240211261137,67.3489800614112,179.026091498329,879.583115017451,6744.45541024927,1.44192590497164,1.44793471245146
