"$r [mm]","re(Mode(1)) []","re(Mode(2)) []","re(Mode(3)) []","re(Mode(4)) []","re(Mode(5)) []"
10,1643576010.65997,2099258347.34263,2000145799.17186,2010138652.20981,2027491278.49132
