"mm [mm]","Q(1) []","Q(2) []","Q(3) []","Q(4) []","Q(5) []","Q(6) []","Q(7) []","Q(8) []","Q(9) []","Q(10) []","Q(11) []","Q(12) []","Q(13) []","Q(14) []","Q(15) []","Q(16) []","Q(17) []","Q(18) []","Q(19) []","Q(20) []"
1.5,7523.99232139238,1.17511539174635,1.22838061288748,1.22928270486751,1.17015489152317,1.17692126194292,1.22349233716763,1.22421770568615,162.665547512143,25.8967515430783,1.20890793661376,1.23093658472404,12.965044013873,17.1752561106432,24.644423113544,21.5523651138588,31.4233211751281,63.370273427386,179.476973831074,743.777842730295
