"mm [mm]","re(Mode(1)) []","re(Mode(2)) []","re(Mode(3)) []","re(Mode(4)) []","re(Mode(5)) []","re(Mode(6)) []","re(Mode(7)) []","re(Mode(8)) []","re(Mode(9)) []","re(Mode(10)) []","re(Mode(11)) []","re(Mode(12)) []","re(Mode(13)) []","re(Mode(14)) []","re(Mode(15)) []","re(Mode(16)) []","re(Mode(17)) []","re(Mode(18)) []","re(Mode(19)) []","re(Mode(20)) []"
1.5,1590267106.57744,1587935120.74783,1588149356.29439,1592007259.36677,1593267217.63186,1594557651.34011,1603167209.07116,1642242695.58126,1643846188.92625,1645642887.92033,1711159051.27664,1752004424.54186,2040556215.77708,2070025701.87489,2110699127.53565,2153400511.38167,2189351444.15228,2212293519.3284,2207999973.93057,2208110316.49465
