"mm [mm]","Q(1) []","Q(2) []","Q(3) []","Q(4) []","Q(5) []","Q(6) []","Q(7) []","Q(8) []","Q(9) []","Q(10) []","Q(11) []","Q(12) []","Q(13) []","Q(14) []","Q(15) []","Q(16) []","Q(17) []","Q(18) []","Q(19) []","Q(20) []"
1.5,25.9768385361403,1.20975507719836,1.22888156760022,1.2236053638563,1.22338422528311,1.21985575598558,1.22884263995384,12.9882565055435,1.23440354391597,17.1875931509693,1.32993846965631,1.33326150916473,1.32524875844697,1.32893475321252,24.6971189191475,21.5889689239746,31.5289819273506,63.759435421651,180.585470483461,750.289706146306
